Harga,LuasTanah,LuasBangunan,JumlahKamarTidur,JumlahKamarMandi,Garasi,Kota
6500000000.0,295,300,4,4,ADA,JAKSEL
5000000000.0,225,245,3,3,TIDAK ADA,JAKSEL
17000000000.0,465,640,4,4,ADA,JAKSEL
15000000000.0,500,600,5,5,ADA,JAKSEL
10000000000.0,246,350,3,3,ADA,JAKSEL
18000000000.0,700,500,5,4,ADA,JAKSEL
36000000000.0,1147,900,5,6,ADA,JAKSEL
35500000000.0,500,525,4,4,ADA,JAKSEL
5250000000.0,190,320,4,3,ADA,JAKSEL
13500000000.0,330,520,3,2,ADA,JAKSEL
10700000000.0,604,550,5,5,ADA,JAKSEL
18000000000.0,415,470,5,4,ADA,JAKSEL
21000000000.0,817,500,4,4,ADA,JAKSEL
10000000000.0,227,400,4,3,ADA,JAKSEL
6500000000.0,215,320,4,3,ADA,JAKSEL
4700000000.0,260,280,6,4,ADA,JAKSEL
17500000000.0,518,450,5,7,ADA,JAKSEL
19750000000.0,500,536,5,5,ADA,JAKSEL
30000000000.0,317,450,4,4,ADA,JAKSEL
15000000000.0,585,300,4,2,TIDAK ADA,JAKSEL
25000000000.0,1050,1000,4,4,TIDAK ADA,JAKSEL
11100000000.0,230,568,4,4,ADA,JAKSEL
20000000000.0,780,500,4,3,TIDAK ADA,JAKSEL
5300000000.0,330,250,10,4,TIDAK ADA,JAKSEL
39000000000.0,973,1000,4,4,TIDAK ADA,JAKSEL
38000000000.0,1180,800,8,9,ADA,JAKSEL
18000000000.0,216,384,4,4,ADA,JAKSEL
23000000000.0,558,563,8,6,ADA,JAKSEL
26000000000.0,1083,1200,6,6,ADA,JAKSEL
23000000000.0,693,474,5,4,ADA,JAKSEL
4750000000.0,161,250,4,2,TIDAK ADA,JAKSEL
15900000000.0,400,500,4,5,ADA,JAKSEL
5500000000.0,230,300,3,3,TIDAK ADA,JAKSEL
9000000000.0,159,380,3,3,ADA,JAKSEL
19000000000.0,817,600,5,4,ADA,JAKSEL
22600000000.0,754,500,4,4,ADA,JAKSEL
33000000000.0,585,900,7,6,ADA,JAKSEL
12000000000.0,600,500,4,3,ADA,JAKSEL
15000000000.0,385,500,4,5,ADA,JAKSEL
17500000000.0,518,450,5,7,ADA,JAKSEL
1870000000.0,22,90,3,2,TIDAK ADA,JAKSEL
17500000000.0,800,800,5,5,TIDAK ADA,JAKSEL
5800000000.0,144,285,4,3,ADA,JAKSEL
39000000000.0,450,650,7,5,ADA,JAKSEL
6500000000.0,399,350,4,3,ADA,JAKSEL
12000000000.0,615,450,4,4,ADA,JAKSEL
8800000000.0,527,600,3,3,TIDAK ADA,JAKSEL
7730000000.0,225,245,3,3,ADA,JAKSEL
500000000.0,60,60,2,1,TIDAK ADA,JAKSEL
14400000000.0,474,450,4,3,ADA,JAKSEL
16000000000.0,407,575,5,4,ADA,JAKSEL
40000000000.0,973,1100,4,4,ADA,JAKSEL
11000000000.0,180,415,4,5,ADA,JAKSEL
5500000000.0,144,325,3,4,TIDAK ADA,JAKSEL
16000000000.0,350,600,4,4,TIDAK ADA,JAKSEL
21000000000.0,1042,550,7,6,ADA,JAKSEL
11200000000.0,246,345,6,5,ADA,JAKSEL
5500000000.0,214,245,5,3,TIDAK ADA,JAKSEL
6500000000.0,250,214,4,3,TIDAK ADA,JAKSEL
16500000000.0,472,650,4,3,ADA,JAKSEL
10500000000.0,230,300,10,10,ADA,JAKSEL
10000000000.0,227,400,6,4,ADA,JAKSEL
10500000000.0,876,700,7,4,TIDAK ADA,JAKSEL
15000000000.0,400,450,5,4,ADA,JAKSEL
8950000000.0,246,340,6,3,ADA,JAKSEL
22000000000.0,1000,800,5,4,ADA,JAKSEL
6800000000.0,133,331,4,3,ADA,JAKSEL
5200000000.0,347,300,5,4,TIDAK ADA,JAKSEL
20000000000.0,450,550,5,2,TIDAK ADA,JAKSEL
26000000000.0,700,887,4,5,TIDAK ADA,JAKSEL
15500000000.0,450,400,4,4,TIDAK ADA,JAKSEL
6900000000.0,625,500,4,4,ADA,JAKSEL
2750000000.0,130,175,3,3,TIDAK ADA,JAKSEL
22000000000.0,455,570,4,5,ADA,JAKSEL
9550000000.0,251,288,4,3,TIDAK ADA,JAKSEL
15000000000.0,520,500,4,4,ADA,JAKSEL
15000000000.0,1055,650,8,5,ADA,JAKSEL
39000000000.0,973,1100,4,4,ADA,JAKSEL
17500000000.0,518,450,5,7,ADA,JAKSEL
28000000000.0,1020,816,5,3,ADA,JAKSEL
4650000000.0,124,220,4,3,ADA,JAKSEL
6800000000.0,389,200,4,3,ADA,JAKSEL
5900000000.0,214,245,5,3,TIDAK ADA,JAKSEL
14500000000.0,648,400,8,6,ADA,JAKSEL
36000000000.0,1300,850,6,4,ADA,JAKSEL
19500000000.0,520,500,5,4,ADA,JAKSEL
5000000000.0,300,200,5,4,TIDAK ADA,JAKSEL
11100000000.0,282,383,4,2,ADA,JAKSEL
14000000000.0,718,400,2,2,ADA,JAKSEL
4950000000.0,135,250,3,4,ADA,JAKSEL
8500000000.0,246,221,4,4,ADA,JAKSEL
4700000000.0,110,250,4,3,TIDAK ADA,JAKSEL
14400000000.0,451,320,5,4,ADA,JAKSEL
85000000000.0,1175,1700,5,6,ADA,JAKSEL
6700000000.0,190,250,4,3,ADA,JAKSEL
4400000000.0,201,300,4,3,TIDAK ADA,JAKSEL
6800000000.0,212,170,3,2,ADA,JAKSEL
5800000000.0,150,171,3,3,TIDAK ADA,JAKSEL
14850000000.0,539,610,4,4,ADA,JAKSEL
11000000000.0,180,420,4,5,ADA,JAKSEL
17000000000.0,392,400,4,4,ADA,JAKSEL
8250000000.0,174,220,3,3,ADA,JAKSEL
8000000000.0,352,200,4,2,ADA,JAKSEL
16000000000.0,407,500,4,4,ADA,JAKSEL
5400000000.0,104,240,3,3,ADA,JAKSEL
14000000000.0,407,800,4,3,ADA,JAKSEL
25000000000.0,752,450,4,4,ADA,JAKSEL
19000000000.0,380,600,4,4,ADA,JAKSEL
1350000000.0,72,150,3,3,TIDAK ADA,JAKSEL
3500000000.0,156,95,4,3,ADA,JAKSEL
14500000000.0,560,200,3,2,ADA,JAKSEL
3500000000.0,100,186,4,3,ADA,JAKSEL
2200000000.0,110,200,3,3,ADA,JAKSEL
15500000000.0,1055,500,5,3,ADA,JAKSEL
1300000000.0,65,108,3,2,ADA,JAKSEL
1200000000.0,69,75,3,1,TIDAK ADA,JAKSEL
1310000000.0,51,60,2,2,TIDAK ADA,JAKSEL
2400000000.0,127,180,5,5,ADA,JAKSEL
5500000000.0,234,115,2,2,ADA,JAKSEL
15000000000.0,500,550,5,5,ADA,JAKSEL
35500000000.0,1500,1000,6,6,ADA,JAKSEL
3800000000.0,220,220,3,3,TIDAK ADA,JAKSEL
4970000000.0,154,300,6,4,ADA,JAKSEL
10500000000.0,202,600,3,3,TIDAK ADA,JAKSEL
680000000.0,50,60,3,2,TIDAK ADA,JAKSEL
2570000000.0,107,120,3,3,TIDAK ADA,JAKSEL
14000000000.0,949,800,5,4,ADA,JAKSEL
4600000000.0,201,350,4,3,ADA,JAKSEL
4200000000.0,109,188,3,3,ADA,JAKSEL
13500000000.0,465,365,5,5,ADA,JAKSEL
700000000.0,60,52,3,2,ADA,JAKSEL
1650000000.0,78,105,3,3,ADA,JAKSEL
1300000000.0,86,135,3,2,TIDAK ADA,JAKSEL
80000000000.0,800,2000,7,6,ADA,JAKSEL
11750000000.0,340,419,4,4,TIDAK ADA,JAKSEL
14900000000.0,291,400,4,4,TIDAK ADA,JAKSEL
57000000000.0,550,1200,5,5,ADA,JAKSEL
1350000000.0,69,100,3,3,ADA,JAKSEL
555000000.0,32,38,2,2,TIDAK ADA,JAKSEL
1200000000.0,60,70,3,2,ADA,JAKSEL
2990000000.0,123,160,4,3,TIDAK ADA,JAKSEL
7500000000.0,150,350,3,3,ADA,JAKSEL
4200000000.0,85,190,3,3,TIDAK ADA,JAKSEL
25000000000.0,850,530,6,4,ADA,JAKSEL
1880000000.0,60,90,3,2,TIDAK ADA,JAKSEL
5300000000.0,144,285,4,3,ADA,JAKSEL
1300000000.0,78,100,3,3,TIDAK ADA,JAKSEL
700000000.0,60,52,3,2,ADA,JAKSEL
650000000.0,60,52,3,2,ADA,JAKSEL
679000000.0,60,50,3,2,TIDAK ADA,JAKSEL
2200000000.0,110,200,4,4,TIDAK ADA,JAKSEL
1200000000.0,60,70,3,2,ADA,JAKSEL
3750000000.0,321,220,5,5,ADA,JAKSEL
15000000000.0,291,400,4,3,ADA,JAKSEL
13500000000.0,500,640,5,5,ADA,JAKSEL
15000000000.0,291,400,4,4,ADA,JAKSEL
7050000000.0,128,315,3,3,ADA,JAKSEL
13700000000.0,323,400,4,3,ADA,JAKSEL
9500000000.0,239,436,4,4,ADA,JAKSEL
14500000000.0,465,841,5,4,ADA,JAKSEL
17000000000.0,392,500,4,4,ADA,JAKSEL
32000000000.0,325,600,4,4,ADA,JAKSEL
168000000000.0,1770,1000,5,5,ADA,JAKSEL
30000000000.0,345,500,4,4,ADA,JAKSEL
32000000000.0,430,600,4,4,ADA,JAKSEL
180000000000.0,1442,1000,6,5,ADA,JAKSEL
90000000000.0,1066,5000,8,6,ADA,JAKSEL
35000000000.0,2600,700,5,5,ADA,JAKSEL
23000000000.0,400,400,4,4,ADA,JAKSEL
75000000000.0,1050,1500,5,5,ADA,JAKSEL
68000000000.0,470,1000,5,5,ADA,JAKSEL
135000000000.0,850,1000,5,4,ADA,JAKSEL
165000000000.0,2122,1500,6,6,ADA,JAKSEL
2800000000.0,75,150,4,2,ADA,JAKSEL
12000000000.0,340,419,4,5,TIDAK ADA,JAKSEL
11000000000.0,769,400,4,3,ADA,JAKSEL
33000000000.0,329,526,5,4,ADA,JAKSEL
85000000000.0,770,500,4,4,ADA,JAKSEL
3000000000.0,250,267,4,4,ADA,JAKSEL
65000000000.0,586,600,5,4,ADA,JAKSEL
7350000000.0,200,444,27,27,ADA,JAKSEL
40000000000.0,340,850,5,5,ADA,JAKSEL
120000000000.0,1050,998,5,5,ADA,JAKSEL
110000000000.0,1050,2500,8,5,ADA,JAKSEL
50000000000.0,912,600,5,4,ADA,JAKSEL
5150000000.0,144,285,4,3,ADA,JAKSEL
12500000000.0,875,578,6,5,ADA,JAKSEL
2950000000.0,82,145,3,3,ADA,JAKSEL
28000000000.0,490,500,5,4,ADA,JAKSEL
15700000000.0,860,350,5,4,ADA,JAKSEL
14900000000.0,291,400,4,4,TIDAK ADA,JAKSEL
15000000000.0,542,452,5,5,ADA,JAKSEL
14500000000.0,325,450,3,3,ADA,JAKSEL
72000000000.0,855,589,5,3,ADA,JAKSEL
5200000000.0,390,250,3,2,ADA,JAKSEL
7500000000.0,105,275,3,3,ADA,JAKSEL
75000000000.0,3000,2000,4,4,ADA,JAKSEL
8500000000.0,226,330,5,5,ADA,JAKSEL
12500000000.0,340,419,4,4,TIDAK ADA,JAKSEL
6100000000.0,199,350,4,4,ADA,JAKSEL
1280000000.0,72,78,3,2,TIDAK ADA,JAKSEL
30000000000.0,1100,800,5,6,ADA,JAKSEL
11000000000.0,459,500,5,5,ADA,JAKSEL
22900000000.0,680,850,4,4,TIDAK ADA,JAKSEL
9500000000.0,460,550,4,5,TIDAK ADA,JAKSEL
4970000000.0,161,300,5,3,TIDAK ADA,JAKSEL
42000000000.0,709,500,3,4,TIDAK ADA,JAKSEL
11000000000.0,256,350,4,4,ADA,JAKSEL
28000000000.0,997,800,4,5,ADA,JAKSEL
29900000000.0,680,650,6,6,TIDAK ADA,JAKSEL
12900000000.0,1145,400,6,4,TIDAK ADA,JAKSEL
4800000000.0,340,275,4,3,ADA,JAKSEL
7000000000.0,248,240,4,2,TIDAK ADA,JAKSEL
15000000000.0,291,400,4,4,ADA,JAKSEL
15000000000.0,1148,500,4,4,ADA,JAKSEL
7300000000.0,385,270,3,2,ADA,JAKSEL
4200000000.0,151,145,4,4,ADA,JAKSEL
4500000000.0,203,100,4,3,ADA,JAKSEL
23200000000.0,400,350,4,3,ADA,JAKSEL
34000000000.0,525,525,4,4,ADA,JAKSEL
7500000000.0,149,325,5,3,TIDAK ADA,JAKSEL
550000000.0,84,50,2,1,TIDAK ADA,JAKSEL
22000000000.0,616,800,6,5,ADA,JAKSEL
1200000000.0,60,70,3,2,ADA,JAKSEL
38000000000.0,320,1000,5,5,ADA,JAKSEL
21000000000.0,560,700,5,5,ADA,JAKSEL
60000000000.0,610,700,4,4,ADA,JAKSEL
5800000000.0,126,256,3,3,ADA,JAKSEL
15500000000.0,216,300,6,8,TIDAK ADA,JAKSEL
45000000000.0,483,1100,5,5,ADA,JAKSEL
2700000000.0,310,400,6,4,ADA,JAKSEL
1700000000.0,213,125,4,4,ADA,JAKSEL
3250000000.0,146,70,6,2,ADA,JAKSEL
7700000000.0,422,400,4,4,ADA,JAKSEL
19700000000.0,903,600,3,3,ADA,JAKSEL
1750000000.0,133,140,3,3,ADA,JAKSEL
6750000000.0,350,200,3,2,ADA,JAKSEL
30000000000.0,3000,500,4,4,ADA,JAKSEL
23000000000.0,348,468,4,4,ADA,JAKSEL
5000000000.0,212,195,4,3,ADA,JAKSEL
55000000000.0,4035,1500,6,6,TIDAK ADA,JAKSEL
4800000000.0,290,240,4,3,ADA,JAKSEL
430000000.0,25,40,2,2,TIDAK ADA,JAKSEL
4900000000.0,130,320,3,2,ADA,JAKSEL
15000000000.0,290,400,4,3,ADA,JAKSEL
28000000000.0,404,837,4,4,ADA,JAKSEL
13000000000.0,616,600,5,4,ADA,JAKSEL
15500000000.0,480,600,22,10,ADA,JAKSEL
10500000000.0,1000,476,5,5,ADA,JAKSEL
6500000000.0,250,280,3,2,ADA,JAKSEL
4050000000.0,468,500,5,4,ADA,JAKSEL
9000000000.0,355,400,6,5,ADA,JAKSEL
5900000000.0,403,200,4,3,ADA,JAKSEL
6500000000.0,400,300,4,4,ADA,JAKSEL
8500000000.0,540,450,5,4,ADA,JAKSEL
32000000000.0,325,600,4,8,ADA,JAKSEL
21000000000.0,250,400,3,3,ADA,JAKSEL
18000000000.0,290,450,4,3,ADA,JAKSEL
8500000000.0,529,315,4,4,ADA,JAKSEL
2800000000.0,170,169,4,4,TIDAK ADA,JAKSEL
28000000000.0,830,400,8,4,TIDAK ADA,JAKSEL
2950000000.0,170,230,5,2,TIDAK ADA,JAKSEL
7300000000.0,230,350,5,3,ADA,JAKSEL
11000000000.0,268,400,5,4,ADA,JAKSEL
5900000000.0,160,176,3,2,ADA,JAKSEL
8000000000.0,555,284,4,5,ADA,JAKSEL
4000000000.0,164,217,3,3,ADA,JAKSEL
1300000000.0,62,110,3,3,ADA,JAKSEL
1230000000.0,60,65,2,2,TIDAK ADA,JAKSEL
1200000000.0,65,60,2,2,ADA,JAKSEL
38000000000.0,316,1000,5,5,ADA,JAKSEL
4500000000.0,567,300,3,2,ADA,JAKSEL
6000000000.0,347,120,4,3,ADA,JAKSEL
25000000000.0,700,1200,5,7,ADA,JAKSEL
7500000000.0,186,380,3,4,TIDAK ADA,JAKSEL
7000000000.0,200,300,3,3,TIDAK ADA,JAKSEL
15000000000.0,702,451,4,4,ADA,JAKSEL
100000000000.0,945,700,4,4,ADA,JAKSEL
3600000000.0,105,136,3,2,TIDAK ADA,JAKSEL
6500000000.0,210,330,4,4,TIDAK ADA,JAKSEL
29000000000.0,300,295,4,3,TIDAK ADA,JAKSEL
95000000000.0,3300,600,5,4,TIDAK ADA,JAKSEL
28000000000.0,404,837,4,4,TIDAK ADA,JAKSEL
10500000000.0,507,480,6,5,ADA,JAKSEL
4970000000.0,154,300,5,3,ADA,JAKSEL
68000000000.0,814,494,5,5,ADA,JAKSEL
15000000000.0,291,400,7,6,ADA,JAKSEL
2480000000.0,120,160,4,3,TIDAK ADA,JAKSEL
13500000000.0,380,400,5,4,ADA,JAKSEL
11000000000.0,378,350,4,1,ADA,JAKSEL
2190000000.0,111,125,3,2,ADA,JAKSEL
4350000000.0,105,220,3,3,ADA,JAKSEL
7800000000.0,206,300,4,4,ADA,JAKSEL
30000000000.0,458,400,4,4,TIDAK ADA,JAKSEL
42000000000.0,630,500,5,4,ADA,JAKSEL
1800000000.0,111,160,4,3,TIDAK ADA,JAKSEL
3900000000.0,360,250,5,3,TIDAK ADA,JAKSEL
169000000000.0,2122,1024,10,5,TIDAK ADA,JAKSEL
7500000000.0,220,305,4,4,TIDAK ADA,JAKSEL
27000000000.0,1752,712,3,2,ADA,JAKSEL
6800000000.0,210,262,4,3,ADA,JAKSEL
10500000000.0,300,378,4,3,TIDAK ADA,JAKSEL
13750000000.0,500,640,5,6,ADA,JAKSEL
6900000000.0,210,330,4,4,ADA,JAKSEL
5800000000.0,122,240,3,3,ADA,JAKSEL
5500000000.0,180,350,4,3,ADA,JAKSEL
6900000000.0,450,600,5,6,ADA,JAKSEL
5900000000.0,160,300,3,2,ADA,JAKSEL
28000000000.0,488,450,5,3,ADA,JAKSEL
20000000000.0,292,800,27,27,TIDAK ADA,JAKSEL
77500000000.0,1148,1200,8,6,ADA,JAKSEL
3250000000.0,105,140,3,3,ADA,JAKSEL
1600000000.0,229,160,3,2,TIDAK ADA,JAKSEL
15000000000.0,400,500,4,5,ADA,JAKSEL
25000000000.0,674,500,5,4,ADA,JAKSEL
2200000000.0,105,124,3,3,ADA,JAKSEL
6750000000.0,200,180,2,2,TIDAK ADA,JAKSEL
3600000000.0,136,180,3,2,TIDAK ADA,JAKSEL
1450000000.0,76,130,3,3,TIDAK ADA,JAKSEL
6400000000.0,235,310,5,4,ADA,JAKSEL
1750000000.0,133,130,3,3,ADA,JAKSEL
6750000000.0,187,337,6,4,ADA,JAKSEL
85000000000.0,1180,1200,5,6,ADA,JAKSEL
65000000000.0,472,1200,5,5,ADA,JAKSEL
21000000000.0,321,800,5,6,ADA,JAKSEL
4500000000.0,972,350,4,3,ADA,JAKSEL
1530000000.0,78,107,3,3,TIDAK ADA,JAKSEL
3500000000.0,169,215,4,4,ADA,JAKSEL
1100000000.0,65,100,3,3,ADA,JAKSEL
3700000000.0,540,350,4,2,ADA,JAKSEL
16000000000.0,488,550,6,5,ADA,JAKSEL
4500000000.0,209,270,4,4,ADA,JAKSEL
29000000000.0,692,400,4,3,TIDAK ADA,JAKSEL
1700000000.0,102,140,4,3,TIDAK ADA,JAKSEL
